Name,Ticker,tradetime,price,priceopen,high,low,volume,high52,low52
Vanguard FTSE 100 UCITS ETF,LON:VUKE,25/09/2018 16:35:13,33.67,33.51,33.73,33.46,169103,34.51,30.49
Vanguard FTSE North America UCITS ETF,LON:VNRT,25/09/2018 16:30:00,54.91,55.06,55.06,54.91,1748,56.05,45.35
Vanguard FTSE 250 UCITS ETF,LON:VMID,25/09/2018 16:30:00,32.7,32.82,32.82,32.7,14275,33.36,30.27
Vanguard S&P 500 UCITS ETF,LON:VUSA,25/09/2018 16:30:00,42.28,42.43,42.49,42.18,196168,42.49,34.63
Vanguard FTSE Emerging Markets UCITS ETF,LON:VFEM,25/09/2018 16:30:00,42.75,43.01,43.01,42.69,32788,48.57,41.35
Vanguard DAX UCITS ETF,LON:VDXX,25/09/2018 16:30:00,21.86,21.86,21.86,21.86,377,22.58,21.06
Vanguard Euro Stoxx 50 UCITS ETF,LON:VX5E,25/09/2018 16:30:00,21.22,21.2,21.22,21.2,204,22.82,19.8
Vanguard FTSE Developed Europe UCITS ETF,LON:VEUR,25/09/2018 16:30:00,27.2,27.16,27.28,27.14,10846,28.09,20.88
Vanguard FTSE Developed Europe ex UK UCITS ETF,LON:VERX,25/09/2018 16:30:00,26.23,26.3,26.32,26.18,14242,27.13,24.23
Vanguard FTSE All-World High Dividend Yield UCITS ETF,LON:VHYL,25/09/2018 16:30:00,42.97,43.06,43.15,42.97,6350,44.33,39.17
Vanguard FTSE All-World UCITS ETF,LON:VWRL,25/09/2018 16:30:00,66.34,66.66,66.66,66.26,6714,66.66,58.19
Vanguard FTSE Developed World UCITS ETF,LON:VEVE,25/09/2018 16:30:00,49.34,49.5,49.5,49.24,2187,50.18,42.45
Vanguard Global Liquidity Factor UCITS ETF,LON:VLIQ,25/09/2018 16:30:00,27.14,27.3,27.3,27.14,96839,27.88,23.37
Vanguard Global Minimum Volatility UCITS ETF,LON:VMVL,25/09/2018 16:30:00,25.22,25.22,25.22,25.22,95,25.9,21.54
Vanguard Global Momentum Factor UCITS ETF,LON:VMOM,25/09/2018 16:30:00,26.83,26.85,26.85,26.8,265,27.46,22.24
Vanguard Global Value Factor UCITS ETF,LON:VVAL,25/09/2018 16:30:00,27.34,27.52,27.52,27.34,4576,27.95,23.92
Vanguard FTSE Japan UCITS ETF,LON:VJPN,25/09/2018 16:30:00,24.44,24.44,24.49,24.41,18163,26.68,21.8
S&P 500 Index,INDEXCBOE:.INX,25/09/2018 17:02:45,2915.56,2921.75,2923.95,2913.7,0,2940.91,2488.03
Philadelphia Gold and Silver Index,INDEXNASDAQ:XAU,25/09/2018 17:15:59,66.71,66.93,67.8,66.67,0,92.94,60.59
S&P GSCI Crude Oil,INDEXSP:SPGSCL,25/09/2018 15:26:27,396.14,395.05,398.66,394.11,0,412.47,269.47
Cboe VIX Futures Indexes,INDEXCBOE:VIXJAN,25/09/2018 15:14:48,15.76,15.55,15.82,15.47,0,18.1,10.35
Cboe VIX Futures Indexes,INDEXCBOE:VIXFEB,,,,,,,,
Cboe VIX Futures Indexes,INDEXCBOE:VIXMAR,,,,,,,,
Cboe VIX Futures Indexes,INDEXCBOE:VIXAPR,,,,,,,,
Cboe VIX Futures Indexes,INDEXCBOE:VIXMAY,,,,,,,,
Cboe VIX Futures Indexes,INDEXCBOE:VIXJUN,,,,,,,,
Cboe VIX Futures Indexes,INDEXCBOE:VIXJUL,17/07/2018 15:14:59,12.1,13.15,13.21,12,0,20.1,10.05
Cboe VIX Futures Indexes,INDEXCBOE:VIXAUG,,,,,,,,
Cboe VIX Futures Indexes,INDEXCBOE:VIXSEP,18/09/2018 15:14:59,12.75,12.96,13.35,12.75,0,19.73,10.38
Cboe VIX Futures Indexes,INDEXCBOE:VIXOCT,25/09/2018 15:14:48,14.18,13.9,14.3,13.85,0,19.97,10.15
Cboe VIX Futures Indexes,INDEXCBOE:VIXNOV,25/09/2018 15:14:48,15.03,14.8,15.11,14.75,0,19.75,10.7
Cboe VIX Futures Indexes,INDEXCBOE:VIXDEC,25/09/2018 15:14:48,15.27,15.1,15.35,15,0,19.43,9.6
FTSE 100,INDEXFTSE:UKX,25/09/2018 16:35:30,7507.56,7458.41,7515.94,7455.22,0,7903.5,6866.94
