Name,Ticker,tradetime,price,priceopen,high,low,volume,high52,low52
AMUNDI ETF MSCI EUROPE INDUSTRIALS,LON:AIND,01/10/2018 16:30:00,28100,,,,0,28385,25195
AMUNDI ETF MSCI EUROPE ENERGY UCITS ETF,LON:ANRJ,01/10/2018 16:30:00,25460,25460,25460,25460,39,25460,19838
AMUNDI ETF MSCI EUROPE MATERIALS,LON:C8M,01/10/2018 16:30:00,32765,,,,0,34185,29475
AMUNDI ETF MSCI EUROPE BANKS UCITS ETF,LON:CB5,01/10/2018 16:30:00,7441,7441,7441,7441,1765,8908,7341.11
AMUNDI ETF MSCI EUROPE CONSUMER DISC,LON:CD6,01/10/2018 16:30:00,18756,18756,18756,18756,183,20024,17682
AMUNDI ETF DAX UCITS ETF DR,LON:CG1,01/10/2018 16:30:00,20125,20133.61,20133.61,20125,27,21920,18938
AMUNDI ETF MSCI EUROPE HEALTHCARE,LON:CH5,01/10/2018 16:30:00,20780,,,,0,21300,17750
AMUNDI ETF MSCI ITALY UCITS ETF,EPA:CI1,01/10/2018 17:35:00,99.98,100.52,101.38,99.9,630,117.58,98
AMUNDI ETF MSCI SPAIN UCITS ETF,LON:CS1,01/10/2018 16:30:00,16880,16880,16880,16880,65,18650,16300
AMUNDI ETF MSCI EUROPE CONSUMER STP,LON:CS5,01/10/2018 16:30:00,29100,,,,0,30575,26240
AMUNDI ETF MSCI EUROPE TELECOM SERVICES,LON:CT5,01/10/2018 16:30:00,9337,,,,0,10037,8627.5
AMUNDI ETF MSCI EUROPE UTILITIES,LON:CU5,01/10/2018 16:30:00,16146,,,,0,17151,14478
AMUNDI ETF MSCI UK UCITS ETF,LON:CUK,01/10/2018 16:30:00,17176,,,,0,17626,15473
AMUNDI INDEX FTSE EPRA NAREIT GLOBAL DR,LON:EPRA,01/10/2018 16:30:00,4783,,,,0,4800,4189
AMUNDI ETF EURO STOXX SMALL CAP,LON:ESM,01/10/2018 16:30:00,4059,,,,0,4280,3889.5
