Name,Ticker,tradetime,price,priceopen,high,low,volume,high52,low52
AMUNDI ETF MSCI EUROPE INDUSTRIALS,LON:AIND,28/09/2018 16:30:00,28100,,,,0,28385,25195
AMUNDI ETF MSCI EUROPE ENERGY UCITS ETF,LON:ANRJ,28/09/2018 16:30:00,25425,,,,0,25425,19838
AMUNDI ETF MSCI EUROPE MATERIALS,LON:C8M,28/09/2018 16:30:00,32765,,,,0,34185,29475
AMUNDI ETF MSCI EUROPE BANKS UCITS ETF,LON:CB5,28/09/2018 16:30:00,7476,7555,7555,7436,5064,8908,7341.11
AMUNDI ETF MSCI EUROPE CONSUMER DISC,LON:CD6,28/09/2018 16:30:00,18670,18670,18670,18670,3,20024,17682
AMUNDI ETF DAX UCITS ETF DR,LON:CG1,28/09/2018 16:30:00,20196.4,,,,0,21920,18938
AMUNDI ETF MSCI EUROPE HEALTHCARE,LON:CH5,28/09/2018 16:30:00,20780,,,,0,21300,17750
AMUNDI ETF MSCI ITALY UCITS ETF,EPA:CI1,28/09/2018 17:35:00,100.74,102.42,102.42,99.94,726,117.58,98
AMUNDI ETF MSCI SPAIN UCITS ETF,LON:CS1,,,,,,,,
AMUNDI ETF MSCI EUROPE CONSUMER STP,LON:CS5,28/09/2018 16:30:00,29100,,,,0,30575,26240
AMUNDI ETF MSCI EUROPE TELECOM SERVICES,LON:CT5,28/09/2018 16:30:00,9337,,,,0,10037,8627.5
AMUNDI ETF MSCI EUROPE UTILITIES,LON:CU5,28/09/2018 16:30:00,16146,,,,0,17151,14478
AMUNDI ETF MSCI UK UCITS ETF,LON:CUK,28/09/2018 16:30:00,17176,,,,0,17626,15473
AMUNDI INDEX FTSE EPRA NAREIT GLOBAL DR,LON:EPRA,28/09/2018 16:30:00,4783,,,,0,4800,4189
AMUNDI ETF EURO STOXX SMALL CAP,LON:ESM,28/09/2018 16:30:00,4059,4033.5,4059,4033.5,68,4280,3889.5
AMUNDI INDEX BARCLAYS GLOBAL AGG 500M DR,LON:GAGG,28/09/2018 16:30:00,4089.78,,,,0,4556.8,3941
