Name,Ticker,tradetime,price,priceopen,high,low,volume,high52,low52
1PM PLC,LON:OPM,25/09/2018 16:30:00,54.4,54.06,55,53.2,207022,62.79,41.02
1SPATIAL PLC,LON:SPA,25/09/2018 16:30:00,45,44.49,45,44.1,26776,47.9,27.5
21ST CENTURY TECHNOLOGY PLC,LON:C21,25/09/2018 16:30:00,3.05,,,,0,4.47,2
3I GROUP PLC,LON:III,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
3I INFRASTRUCTURE PLC,LON:3IN,25/09/2018 16:35:06,248.4,249.75,249.75,247.25,164530,249.75,193
4D PHARMA PLC,LON:DDDD,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
4IMPRINT GROUP PLC,LON:FOUR,25/09/2018 16:38:00,1980,2050,2050,1980,1232,2280,1550
600 GROUP PLC,LON:SIXH,25/09/2018 16:30:00,18.1,18.1,18.1,18.1,5586,19.89,13.15
7DIGITAL GROUP PLC,LON:7DIG,25/09/2018 16:30:00,4.5,4.5,4.61,4.5,50842,7.4,3.83
888 HOLDINGS PLC,LON:888,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
88 ENERGY LIMITED,LON:88E,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
AA PLC,LON:AA.,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
ABBEY PLC,LON:ABBY,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
ABCAM PLC,LON:ABC,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
AB DYNAMICS PLC,LON:ABDP,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
ABERDEEN ASIAN INCOME FUND LTD,LON:AAIF,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
ABERDEEN ASIAN SMALLER COMPANIES INVESTMENT TRUST PLC,LON:AAS,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
ABERDEEN DIVERSIFIED INCOME AND GROWTH TRUST PLC,LON:ADIG,25/09/2018 16:30:00,125,124.61,125,123.5,246352,126,115
ABERDEEN EMERGING MARKETS INVESTMENT COMPANY LIMITED,LON:AEMC,25/09/2018 16:30:00,532.18,542,542,532.18,4671,660,524.36
ABERDEEN FRONTIER MARKETS INVESTMENT COMPANY LIMITED,LON:AFMC,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
ABERDEEN JAPAN INVESTMENT TRUST PLC,LON:AJIT,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
ABERDEEN LATIN AMERICAN INCOME FUND LIMITED,LON:ALAI,25/09/2018 16:31:36,60.4,60.54,60.54,60,52648,78.75,58.59
ABERDEEN NEW DAWN INVESTMENT TRUST PLC,LON:ABD,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
ABERDEEN NEW INDIA INVESTMENT TRUST PLC,LON:ANII,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
ABERDEEN NEW THAI INVESTMENT TRUST PLC,LON:ANW,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
ABERDEEN SMALLER COMPANIES INCOME TRUST PLC,LON:ASCI,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
ABERDEEN STANDARD EUROPEAN LOGISTICS INCOME PLC,LON:ASLI,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
ABERFORTH SMALLER COMPANIES TRUST PLC,LON:ASL,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
ABERFORTH SPLIT LEVEL INCOME TRUST PLC,LON:ASIT,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
ABERFORTH SPLIT LEVEL INCOME TRUST PLC,LON:ASIZ,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
ABZENA PLC,LON:ABZA,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
ACACIA MINING PLC,LON:ACA,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
ACCESS INTELLIGENCE PLC,LON:ACC,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
ACCESSO TECHNOLOGY GROUP PLC,LON:ACSO,25/09/2018 16:31:36,2830,3000,3000,2830,20314,3000,1832.5
ACCROL GROUP HOLDINGS PLC,LON:ACRL,25/09/2018 16:30:00,19.5,19.13,19.99,19.13,265515,137,0.42
ACCSYS TECHNOLOGIES PLC,LON:AXS,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
ACENCIA DEBT STRATEGIES LTD,LON:ACD,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
ACORN INCOME FUND LD,LON:AIF,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
ACORN INCOME FUND LD,LON:AIFZ,25/09/2018 16:30:00,150.63,150.63,150.63,150.63,3000,153,146
ACTION HOTELS PLC,LON:AHCG,25/09/2018 16:35:10,23,22.5,23,22.5,4560,38.25,15
ACTIVE ENERGY GROUP PLC,LON:AEG,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
ACTUAL EXPERIENCE PLC,LON:ACT,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
ADAMAS FINANCE ASIA LIMITED,LON:ADAM,25/09/2018 16:30:00,0.59,0.59,0.59,0.59,153,1.33,0.59
ADAMS PLC,LON:ADA,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
ADEPT4 PLC ,LON:AD4,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
ADEPT TELECOM PLC,LON:ADT,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
ADES INTERNATIONAL HOLDING LTD,LON:ADES,25/09/2018 16:30:00,13.45,13.45,13.45,13.45,1,17.5,11.84
ADMIRAL GROUP PLC,LON:ADM,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
ADVANCED MEDICAL SOLUTIONS GROUP PLC,LON:AMS,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
ADVANCED ONCOTHERAPY PLC,LON:AVO,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
ADVFN PLC,LON:AFN,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
AECI LD,LON:87FZ,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
AEOREMA COMMUNICATIONS PLC,LON:AEO,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
AEW UK LONG LEASE REIT PLC,LON:AEWL,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
AEW UK REIT PLC,LON:AEWU,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
AFARAK GROUP PLC,LON:AFRK,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
AFC ENERGY PLC,LON:AFC,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
AFH FINANCIAL GROUP PLC,LON:AFHP,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
AFI DEVELOPMENT PLC,LON:AFRB,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
AFRICAN BATTERY METALS PLC,LON:ABM,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
AFRICA OPPORTUNITY FUND LIMITED,LON:AOF,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
AFRITIN MINING LIMITED,LON:ATM,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
AGGREGATED MICRO POWER HOLDINGS PLC,LON:AMPH,25/09/2018 16:30:00,100,100,100,100,2500,113.5,74.41
AGGREKO PLC,LON:AGK,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
AGRITERRA LD,LON:AGTA,25/09/2018 16:30:00,8,13,13,8,162141,29,8
AIB GROUP PLC,LON:AIBG,25/09/2018 16:35:29,4.6,4.69,4.69,4.58,170370,5.8,4.55
AIQ LIMITED,LON:AIQ,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
AIR CHINA LD,LON:AIRC,,,,,,,,
AIREA PLC,LON:AIEA,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
AIR PARTNER PLC,LON:AIR,Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…),Loading... (Loading data…)
