Name,Ticker,tradetime,price,priceopen,high,low,volume,high52,low52
Vanguard FTSE 100 UCITS ETF,LON:VUKE,28/09/2018 16:35:23,33.28,33.38,33.48,33.16,114751,34.51,30.49
Vanguard FTSE North America UCITS ETF,LON:VNRT,28/09/2018 16:30:00,55.11,54.97,55.11,54.94,566,56.05,45.35
Vanguard FTSE 250 UCITS ETF,LON:VMID,28/09/2018 16:30:00,32.31,32.4,32.4,32.18,19610,33.36,30.27
Vanguard S&P 500 UCITS ETF,LON:VUSA,28/09/2018 16:30:00,42.46,42.27,42.51,42.22,120306,42.51,34.63
Vanguard FTSE Emerging Markets UCITS ETF,LON:VFEM,28/09/2018 16:30:00,43.04,43.2,43.2,42.64,44623,48.57,41.35
Vanguard DAX UCITS ETF,LON:VDXX,28/09/2018 16:30:00,21.46,21.51,21.51,21.46,3033,22.58,21.06
Vanguard Euro Stoxx 50 UCITS ETF,LON:VX5E,28/09/2018 16:30:00,20.99,21.08,21.08,20.99,606,22.82,19.8
Vanguard FTSE Developed Europe UCITS ETF,LON:VEUR,28/09/2018 16:30:00,26.98,27,27,26.92,1860,28.09,20.88
Vanguard FTSE Developed Europe ex UK UCITS ETF,LON:VERX,28/09/2018 16:30:00,25.97,26.06,26.07,25.69,49707,27.13,24.23
Vanguard FTSE All-World High Dividend Yield UCITS ETF,LON:VHYL,28/09/2018 16:30:00,42.82,42.71,42.86,42.55,8111,44.33,39.17
Vanguard FTSE All-World UCITS ETF,LON:VWRL,28/09/2018 16:30:00,66.53,66.52,66.53,66.05,8380,66.53,58.19
Vanguard FTSE Developed World UCITS ETF,LON:VEVE,28/09/2018 16:30:00,49.37,49.35,49.37,49.28,500,50.18,42.45
Vanguard Global Liquidity Factor UCITS ETF,LON:VLIQ,28/09/2018 16:30:00,27.27,27.13,27.27,27.13,1330,27.88,23.37
Vanguard Global Minimum Volatility UCITS ETF,LON:VMVL,28/09/2018 16:30:00,25.43,25.36,25.44,25.34,1728,25.9,21.54
Vanguard Global Momentum Factor UCITS ETF,LON:VMOM,28/09/2018 16:30:00,27.05,26.93,27.06,26.84,14070,27.46,22.58
