Name,Ticker,tradetime,price,priceopen,high,low,volume,high52,low52
AMUNDI ETF MSCI EUROPE INDUSTRIALS,LON:AIND,29/10/2018 16:30:00,25150,,,,0,28385,24565
AMUNDI ETF MSCI EUROPE ENERGY UCITS ETF,LON:ANRJ,29/10/2018 16:30:00,23355,23355,23355,23355,7,25460,19838
AMUNDI ETF MSCI EUROPE MATERIALS,LON:C8M,29/10/2018 16:30:00,32765,,,,0,34185,29475
AMUNDI ETF MSCI EUROPE BANKS UCITS ETF,LON:CB5,29/10/2018 16:30:00,6728.95,,,,0,8908,6728.95
AMUNDI ETF MSCI EUROPE CONSUMER DISC,LON:CD6,29/10/2018 16:30:00,16938,16938,16938,16938,1119,20024,16938
AMUNDI ETF DAX UCITS ETF DR,LON:CG1,29/10/2018 16:30:00,18656,18656,18656,18656,4,21920,18262
AMUNDI ETF MSCI EUROPE HEALTHCARE,LON:CH5,29/10/2018 16:30:00,20300,,,,0,21300,17750
AMUNDI ETF MSCI ITALY UCITS ETF,EPA:CI1,29/10/2018 17:35:00,93.31,93.15,94.15,93.15,562,117.58,90.74
AMUNDI ETF MSCI SPAIN UCITS ETF,LON:CS1,29/10/2018 16:30:00,15634,,,,0,18650,15610
AMUNDI ETF MSCI EUROPE CONSUMER STP,LON:CS5,29/10/2018 16:30:00,27320,,,,0,30575,26240
AMUNDI ETF MSCI EUROPE TELECOM SERVICES,LON:CT5,29/10/2018 16:30:00,9337,,,,0,10037,8627.5
AMUNDI ETF MSCI EUROPE UTILITIES,LON:CU5,29/10/2018 16:30:00,16146,,,,0,17151,14478
AMUNDI ETF MSCI UK UCITS ETF,LON:CUK,29/10/2018 16:30:00,16284,16284,16284,16284,6,17626,15473
AMUNDI INDEX FTSE EPRA NAREIT GLOBAL DR,LON:EPRA,29/10/2018 16:30:00,4520,,,,0,4800,4189
AMUNDI ETF EURO STOXX SMALL CAP,LON:ESM,29/10/2018 16:30:00,3789.5,,,,0,4280,3789.5
AMUNDI INDEX BARCLAYS GLOBAL AGG 500M DR,LON:GAGG,29/10/2018 16:30:00,4130,,,,0,4556.8,3941
AMUNDI J.P. MORGAN GLOBAL GOVIES DR,LON:GGOV,29/10/2018 16:30:00,4158,,,,0,4599.3,3973
AMUNDI INDEX MSCI WORLD DR,LON:MWRD,29/10/2018 16:30:00,5420,,,,0,5605,4696
AMUNDI INDEX MSCI NORTH AMERICA DR,LON:NRAM,29/10/2018 16:30:00,5341,,,,0,5805.5,4696.5
AMUNDI S&P 500,LON:500G,29/10/2018 16:30:00,3823.5,,,,0,4020.5,3239
AMUNDI S&P 500,LON:500U,29/10/2018 16:30:00,47.56,,,,0,52.37,45.02
AMUNDI MSCI EM ASIA,LON:AASG,29/10/2018 16:30:00,2279,,,,0,2721,2236
AMUNDI MSCI EM ASIA,LON:AASU,29/10/2018 16:30:00,28.34,28.51,28.51,28.34,4025,38.49,28.32
AMUNDI MSCI EUROPE EX UK,LON:AEXK,29/10/2018 16:30:00,2528.88,,,,0,2585.5,2319.75
AMUNDI MSCI EM LATIN AMERICA,LON:ALAG,29/10/2018 16:30:00,1115.8,,,,0,1235,988.2
AMUNDI MSCI EM LATIN AMERICA,LON:ALAU,29/10/2018 16:30:00,13.77,,,,0,17.59,13.16
AMUNDI NASDAQ-100,LON:ANXG,29/10/2018 16:30:00,5991,,,,0,6538,4912.16
AMUNDI NASDAQ-100,LON:ANXU,29/10/2018 16:30:00,76.61,76.31,76.61,76.31,6730,84.48,66.56
AMUNDI MSCI EMERGING MARKETS,LON:AUEG,29/10/2018 16:30:00,325.4,322.6,325.95,322.6,280290,389.55,317.45
AMUNDI MSCI EMERGING MARKETS,LON:AUEM,29/10/2018 16:30:00,4.13,4.13,4.18,4.13,676611,9.59,4.08
AMUNDI MSCI BRAZIL UCITS ETF,LON:BRZ,29/10/2018 16:30:00,48.83,48.83,48.83,48.83,47525,55.78,37.34
AMUNDI S&P 500 BUYBACK,LON:BYBG,29/10/2018 16:30:00,12142,,,,0,13222,10810
AMUNDI S&P 500 BUYBACK,LON:BYBU,29/10/2018 16:30:00,168.64,,,,0,172.39,145.92
AMUNDI MSCI CHINA,LON:CC1G,29/10/2018 16:30:00,22130,,,,0,26984.5,21785
AMUNDI MSCI CHINA,LON:CC1U,29/10/2018 16:30:00,277.15,,,,0,381.89,277.15
AMUNDI MSCI EASTERN EUROPE EX RUSSIA,LON:CE9G,29/10/2018 16:30:00,24310,,,,0,29207.5,23830
AMUNDI MSCI EASTERN EUROPE EX RUSSIA,LON:CE9U,29/10/2018 16:30:00,322.65,,,,0,413.5,310.58
AMUNDI MSCI EUROPE,LON:CEUR,29/10/2018 16:30:00,19546,,,,0,19964,17763
AMUNDI MSCI INDIA,LON:CI2G,29/10/2018 16:30:00,40560,,,,0,48390,40560
