Name,Ticker,tradetime,price,priceopen,high,low,volume,high52,low52
Vanguard FTSE 100 UCITS ETF,LON:VUKE,26/09/2018 16:30:00,33.7,33.67,33.76,33.62,197544,34.51,30.49
Vanguard FTSE North America UCITS ETF,LON:VNRT,26/09/2018 16:30:00,54.9,54.9,54.9,54.88,515,56.05,45.35
Vanguard FTSE 250 UCITS ETF,LON:VMID,26/09/2018 16:30:00,32.65,32.7,32.71,32.62,33743,33.36,30.27
Vanguard S&P 500 UCITS ETF,LON:VUSA,26/09/2018 16:30:00,42.25,42.24,42.35,42.15,144846,42.35,34.63
Vanguard FTSE Emerging Markets UCITS ETF,LON:VFEM,26/09/2018 16:35:16,43.2,43.04,43.22,42.92,11129,48.57,41.35
Vanguard DAX UCITS ETF,LON:VDXX,26/09/2018 16:30:00,21.8,21.8,21.8,21.8,276,22.58,21.06
Vanguard Euro Stoxx 50 UCITS ETF,LON:VX5E,26/09/2018 16:30:00,21.23,21.23,21.23,21.23,448,22.82,19.8
Vanguard FTSE Developed Europe UCITS ETF,LON:VEUR,26/09/2018 16:35:24,27.23,27.18,27.23,27.13,18296,28.09,20.88
Vanguard FTSE Developed Europe ex UK UCITS ETF,LON:VERX,26/09/2018 16:35:25,26.23,26.16,26.23,26.11,36531,27.13,24.23
Vanguard FTSE All-World High Dividend Yield UCITS ETF,LON:VHYL,26/09/2018 16:30:00,42.98,42.96,43.08,42.95,6854,44.33,39.17
Vanguard FTSE All-World UCITS ETF,LON:VWRL,26/09/2018 16:30:00,66.49,66.83,66.83,65.79,16893,66.83,58.19
Vanguard FTSE Developed World UCITS ETF,LON:VEVE,26/09/2018 16:30:00,49.32,49.34,49.34,49.28,421,50.18,42.45
Vanguard Global Liquidity Factor UCITS ETF,LON:VLIQ,26/09/2018 16:30:00,27.12,27.12,27.12,27.12,565,27.88,23.37
Vanguard Global Minimum Volatility UCITS ETF,LON:VMVL,26/09/2018 16:30:00,25.21,25.21,25.21,25.21,727,25.9,21.54
Vanguard Global Momentum Factor UCITS ETF,LON:VMOM,26/09/2018 16:30:00,26.86,26.88,26.94,26.86,1133,27.46,22.31
Vanguard Global Value Factor UCITS ETF,LON:VVAL,26/09/2018 16:30:00,27.28,27.34,27.38,27.28,7308,27.95,23.92
Vanguard FTSE Japan UCITS ETF,LON:VJPN,26/09/2018 16:35:02,24.54,24.64,24.64,24.45,52261,26.68,21.9
S&P 500 Index,INDEXCBOE:.INX,26/09/2018 13:57:21,2923.1,2916.98,2925.29,2915.53,0,2940.91,2495.12
Philadelphia Gold and Silver Index,INDEXNASDAQ:XAU,26/09/2018 14:12:20,66.08,66.5,66.56,65.49,0,92.94,60.59
S&P GSCI Crude Oil,INDEXSP:SPGSCL,26/09/2018 14:10:00,392.25,396.14,396.69,391.81,0,412.47,269.47
Cboe VIX Futures Indexes,INDEXCBOE:VIXJAN,26/09/2018 12:57:22,15.67,15.66,15.75,15.6,0,18.1,10.35
Cboe VIX Futures Indexes,INDEXCBOE:VIXFEB,,,,,,,,
Cboe VIX Futures Indexes,INDEXCBOE:VIXMAR,,,,,,,,
Cboe VIX Futures Indexes,INDEXCBOE:VIXAPR,,,,,,,,
Cboe VIX Futures Indexes,INDEXCBOE:VIXMAY,,,,,,,,
Cboe VIX Futures Indexes,INDEXCBOE:VIXJUN,,,,,,,,
Cboe VIX Futures Indexes,INDEXCBOE:VIXJUL,17/07/2018 15:14:59,12.1,13.15,13.21,12,0,20.1,10.05
Cboe VIX Futures Indexes,INDEXCBOE:VIXAUG,,,,,,,,
Cboe VIX Futures Indexes,INDEXCBOE:VIXSEP,18/09/2018 15:14:59,12.75,12.96,13.35,12.75,0,19.73,10.38
Cboe VIX Futures Indexes,INDEXCBOE:VIXOCT,26/09/2018 12:57:22,13.99,14.02,14.1,13.9,0,19.97,10.15
Cboe VIX Futures Indexes,INDEXCBOE:VIXNOV,26/09/2018 12:57:22,14.9,14.91,15.05,14.8,0,19.75,10.7
Cboe VIX Futures Indexes,INDEXCBOE:VIXDEC,26/09/2018 12:57:22,15.17,15.15,15.27,15.1,0,19.43,9.6
FTSE 100,INDEXFTSE:UKX,26/09/2018 16:35:30,7511.49,7507.56,7522.06,7490.2,0,7903.5,6866.94
FTSE 250,INDEXFTSE:MCX,26/09/2018 16:46:13,20436.48,20461.06,20474.2,20413.99,0,21371.54,19091.06
FTSE All-Share Index,INDEXFTSE:ASX,26/09/2018 16:46:13,4132.85,4131.86,4138.32,4123.08,0,4336.77,3799.4
FTSE SmallCap Index,INDEXFTSE:SMX,26/09/2018 16:35:30,5829.29,5827.7,5837.45,5821.73,0,6056.28,5551.56
VIX,INDEXCBOE:VIX,26/09/2018 12:57:11,11.95,12.21,12.3,11.89,0,50.3,8.56
CBOE Energy Sector ETF Volatility Index,INDEXCBOE:VXXLE,26/09/2018 12:57:20,16.71,16.96,17.21,16.57,0,37.62,10.54
CBOE NASDAQ Volatil Idx,INDEXCBOE:VXN,26/09/2018 12:57:09,16.97,16.91,17.39,16.86,0,38.18,11.67
Cboe Gold ETF Volatility Index,INDEXCBOE:GVZ,26/09/2018 12:57:09,10.9,10.9,10.95,10.81,0,40.16,7.29
CBOE Silver ETF Volatility Index,INDEXCBOE:VXSLV,26/09/2018 12:57:20,20.11,20.82,20.85,20.04,0,21.96,15.66
CBOE Gold Miners ETF Volatility Index,INDEXCBOE:VXGDX,26/09/2018 12:57:20,27.36,26.98,28.09,26.17,0,58.87,10.06
CBOE/NYMEX WTI Volatility Index,INDEXCBOE:OIV,26/09/2018 12:57:11,26.15,26.63,26.67,24.86,0,32.46,17.36
CBOE Crude Oil Volatility Index,INDEXCBOE:OVX,26/09/2018 12:57:24,26.38,26.55,26.88,25.96,0,80.38,17.24
Cboe/CME FX British Pound Volatility Index,INDEXCBOE:BPVIX,26/09/2018 12:57:11,9.84,10.02,10.03,9.84,0,14.47,3.59
